mac_cliente,mac_ap,banda,antena,rssi,date,time
20.95.148.0.6.90,40.111.127.12.19.80,0,0,-80,2018-03-01,11:05
20.95.148.0.6.90,40.111.127.12.19.80,0,1,-83,2018-03-01,11:05
20.95.148.0.6.90,40.111.127.12.20.176,0,0,-82,2018-03-01,11:05
20.95.148.0.6.90,40.111.127.12.20.176,0,1,-86,2018-03-01,11:05
20.95.148.0.6.90,40.111.127.12.20.240,0,0,-67,2018-03-01,11:05
20.95.148.0.6.90,40.111.127.12.20.240,0,1,-76,2018-03-01,11:05
20.95.148.0.6.90,40.111.127.201.212.128,0,0,-94,2018-03-01,11:05
20.95.148.0.6.90,40.111.127.201.212.128,0,1,-97,2018-03-01,11:05
20.95.148.0.6.90,40.111.127.201.216.80,0,0,-92,2018-03-01,11:05
20.95.148.0.6.90,40.111.127.201.216.80,0,1,-93,2018-03-01,11:05
20.95.148.0.6.90,40.111.127.201.217.16,0,0,-96,2018-03-01,11:05
20.95.148.0.6.90,40.111.127.201.217.16,0,1,-94,2018-03-01,11:05
20.95.148.0.6.90,40.111.127.201.217.160,0,0,-91,2018-03-01,11:05
20.95.148.0.6.90,40.111.127.201.217.160,0,1,-93,2018-03-01,11:05
20.95.148.0.6.90,40.111.127.223.82.112,0,0,-77,2018-03-01,11:05
20.95.148.0.6.90,40.111.127.223.82.112,0,1,-76,2018-03-01,11:05
20.95.148.0.6.90,40.111.127.223.85.240,0,0,-96,2018-03-01,11:05
20.95.148.0.6.90,40.111.127.223.85.240,0,1,-92,2018-03-01,11:05
20.95.148.0.6.90,44.208.45.132.34.96,0,0,-85,2018-03-01,11:05
20.95.148.0.6.90,44.208.45.132.34.96,0,1,-91,2018-03-01,11:05
20.95.148.0.6.90,44.208.45.132.34.128,0,0,-82,2018-03-01,11:05
20.95.148.0.6.90,44.208.45.132.34.128,0,1,-83,2018-03-01,11:05
20.95.148.0.6.90,44.208.45.132.63.32,0,0,-97,2018-03-01,11:05
20.95.148.0.6.90,44.208.45.132.63.32,0,1,-98,2018-03-01,11:05
