mac_cliente,mac_ap,banda,antena,rssi,date,time
0.18.54.96.230.175,40.111.127.12.19.80,0,0,-90,2018-08-01,11:05
0.18.54.96.230.175,40.111.127.12.19.80,0,1,-90,2018-08-01,11:05
0.18.54.96.230.175,40.111.127.12.20.176,0,0,-91,2018-08-01,11:05
0.18.54.96.230.175,40.111.127.12.20.176,0,1,-94,2018-08-01,11:05
0.18.54.96.230.175,40.111.127.12.20.240,0,0,-87,2018-08-01,11:05
0.18.54.96.230.175,40.111.127.12.20.240,0,1,-87,2018-08-01,11:05
0.18.54.96.230.175,40.111.127.201.212.128,0,0,-96,2018-08-01,11:05
0.18.54.96.230.175,40.111.127.201.212.128,0,1,-95,2018-08-01,11:05
0.18.54.96.230.175,40.111.127.201.215.48,0,0,-93,2018-08-01,11:05
0.18.54.96.230.175,40.111.127.201.215.48,0,1,-95,2018-08-01,11:05
0.18.54.96.230.175,40.111.127.201.217.160,0,0,-65,2018-08-01,11:05
0.18.54.96.230.175,40.111.127.201.217.160,0,1,-68,2018-08-01,11:05
0.18.54.96.230.175,40.111.127.223.82.112,0,0,-61,2018-08-01,11:05
0.18.54.96.230.175,40.111.127.223.82.112,0,1,-59,2018-08-01,11:05
0.18.54.96.230.175,40.111.127.223.85.240,0,0,-76,2018-08-01,11:05
0.18.54.96.230.175,40.111.127.223.85.240,0,1,-70,2018-08-01,11:05
0.18.54.96.230.175,44.208.45.127.104.176,0,0,-93,2018-08-01,11:05
0.18.54.96.230.175,44.208.45.127.104.176,0,1,-96,2018-08-01,11:05
0.18.54.96.230.175,44.208.45.132.34.128,0,0,-81,2018-08-01,11:05
0.18.54.96.230.175,44.208.45.132.34.128,0,1,-80,2018-08-01,11:05
0.18.54.96.230.175,44.208.45.132.63.32,0,0,-83,2018-08-01,11:05
0.18.54.96.230.175,44.208.45.132.63.32,0,1,-87,2018-08-01,11:05
0.18.54.96.230.175,44.208.45.132.63.144,0,0,-90,2018-08-01,11:05
0.18.54.96.230.175,44.208.45.132.63.144,0,1,-85,2018-08-01,11:05
0.18.54.96.230.175,44.208.45.132.63.208,0,0,-82,2018-08-01,11:05
0.18.54.96.230.175,44.208.45.132.63.208,0,1,-84,2018-08-01,11:05
0.18.54.96.230.175,44.208.45.141.242.192,0,0,-87,2018-08-01,11:05
0.18.54.96.230.175,44.208.45.141.242.192,0,1,-84,2018-08-01,11:05
0.18.54.96.230.175,44.208.45.141.255.96,0,0,-92,2018-08-01,11:05
0.18.54.96.230.175,44.208.45.141.255.96,0,1,-88,2018-08-01,11:05
0.18.54.96.230.175,160.224.175.216.51.128,0,0,-44,2018-08-01,11:05
0.18.54.96.230.175,160.224.175.216.51.128,0,1,-47,2018-08-01,11:05
0.33.69.134.254.161,40.111.127.12.20.240,0,0,-86,2018-08-01,11:05
0.33.69.134.254.161,40.111.127.12.20.240,0,1,-78,2018-08-01,11:05
0.33.69.134.254.161,40.111.127.201.216.80,0,0,-94,2018-08-01,11:05
0.33.69.134.254.161,40.111.127.201.216.80,0,1,-93,2018-08-01,11:05
0.33.69.134.254.161,40.111.127.201.217.16,0,0,-76,2018-08-01,11:05
0.33.69.134.254.161,40.111.127.201.217.16,0,1,-78,2018-08-01,11:05
0.33.69.134.254.161,40.111.127.201.217.48,0,0,-93,2018-08-01,11:05
